metag_count,acc,organism
13,SRR11183392,pig gut metagenome
13,SRR11125894,pig gut metagenome
13,SRR20662456,pig gut metagenome
13,SRR26820244,pig gut metagenome
13,SRR25936436,pig gut metagenome
13,SRR11124825,pig gut metagenome
13,ERR1135237,pig gut metagenome
13,ERR1135220,pig gut metagenome
13,ERR1135385,pig gut metagenome
13,SRR17241526,pig gut metagenome
13,ERR8314742,pig gut metagenome
13,SRR11124652,pig gut metagenome
13,SRR23223853,pig gut metagenome
13,SRR13517631,pig gut metagenome
13,SRR11183531,pig gut metagenome
13,SRR26820207,pig gut metagenome
13,SRR26820279,pig gut metagenome
13,SRR27108409,pig gut metagenome
13,SRR8960715,pig gut metagenome
13,ERR8314787,pig gut metagenome
13,SRR8960746,pig gut metagenome
13,SRR11125469,pig gut metagenome
13,SRR11183436,pig gut metagenome
13,SRR8960726,pig gut metagenome
13,SRR11125800,pig gut metagenome
13,SRR26064550,pig gut metagenome
13,SRR8960705,pig gut metagenome
13,SRR8960828,pig gut metagenome
13,SRR18048907,pig gut metagenome
13,SRR25936194,pig gut metagenome
13,SRR11183930,pig gut metagenome
13,ERR1135297,pig gut metagenome
13,SRR25936223,pig gut metagenome
13,SRR8960646,pig gut metagenome
13,ERR1135232,pig gut metagenome
13,SRR17241674,pig gut metagenome
13,SRR8960638,pig gut metagenome
13,SRR17241529,pig gut metagenome
13,ERR1135332,pig gut metagenome
13,SRR11126504,pig gut metagenome
13,ERR1135284,pig gut metagenome
13,SRR8960167,pig gut metagenome
13,SRR15057924,pig gut metagenome
13,ERR8314780,pig gut metagenome
13,ERR1135358,pig gut metagenome
13,SRR11183485,pig gut metagenome
13,SRR8960478,pig gut metagenome
13,SRR8960507,pig gut metagenome
13,SRR8960237,pig gut metagenome
13,SRR11125472,pig gut metagenome
13,SRR12799833,pig gut metagenome
13,SRR11184020,pig gut metagenome
13,SRR26064468,pig gut metagenome
13,SRR11185242,pig gut metagenome
13,SRR11124808,pig gut metagenome
13,ERR1135282,pig gut metagenome
13,ERR1135346,pig gut metagenome
13,SRR8960706,pig gut metagenome
13,ERR8314745,pig gut metagenome
13,SRR25936395,pig gut metagenome
13,SRR11184084,pig gut metagenome
13,SRR26820288,pig gut metagenome
13,SRR11125470,pig gut metagenome
13,SRR11183435,pig gut metagenome
13,SRR11125784,pig gut metagenome
13,SRR8960308,pig gut metagenome
13,SRR26820228,pig gut metagenome
13,SRR11126273,pig gut metagenome
13,SRR26820262,pig gut metagenome
13,SRR11183397,pig gut metagenome
13,ERR8314732,pig gut metagenome
13,SRR8960893,pig gut metagenome
13,SRR5241536,pig gut metagenome
13,ERR8314764,pig gut metagenome
13,SRR8960120,pig gut metagenome
13,SRR11126031,pig gut metagenome
13,SRR20632243,pig gut metagenome
13,SRR11126088,pig gut metagenome
13,SRR26820256,pig gut metagenome
13,SRR11125893,pig gut metagenome
13,SRR11124997,pig gut metagenome
13,SRR27108368,pig gut metagenome
13,SRR11551379,pig gut metagenome
13,SRR8960311,pig gut metagenome
13,SRR11126020,pig gut metagenome
13,SRR17241687,pig gut metagenome
13,SRR8960461,pig gut metagenome
13,ERR1135193,pig gut metagenome
13,SRR11125235,pig gut metagenome
13,SRR3178346,pig gut metagenome
13,ERR1135244,pig gut metagenome
13,SRR8960080,pig gut metagenome
13,SRR17241522,pig gut metagenome
13,SRR11125539,pig gut metagenome
13,SRR8960776,pig gut metagenome
13,SRR11183450,pig gut metagenome
13,SRR11125266,pig gut metagenome
13,SRR11183633,pig gut metagenome
13,SRR11126384,pig gut metagenome
13,SRR25936434,pig gut metagenome
13,SRR8960175,pig gut metagenome
13,SRR20662464,pig gut metagenome
13,SRR17241673,pig gut metagenome
13,SRR26820196,pig gut metagenome
13,ERR1135229,pig gut metagenome
13,ERR3211811,pig gut metagenome
13,SRR8960150,pig gut metagenome
13,SRR26820211,pig gut metagenome
13,SRR8960264,pig gut metagenome
13,ERR1135276,pig gut metagenome
13,SRR27108382,pig gut metagenome
13,SRR11126142,pig gut metagenome
13,ERR1135270,pig gut metagenome
13,SRR11183357,pig gut metagenome
13,SRR26820193,pig gut metagenome
13,SRR11126145,pig gut metagenome
13,SRR25936219,pig gut metagenome
13,SRR11184062,pig gut metagenome
13,ERR12731817,pig gut metagenome
13,SRR7182046,pig gut metagenome
13,SRR8960287,pig gut metagenome
13,SRR25936360,pig gut metagenome
13,SRR8960639,pig gut metagenome
13,SRR11126085,pig gut metagenome
13,ERR1135356,pig gut metagenome
13,SRR18048901,pig gut metagenome
13,SRR11183503,pig gut metagenome
13,SRR17241533,pig gut metagenome
13,SRR3178347,pig gut metagenome
13,SRR11124974,pig gut metagenome
13,ERR8314778,pig gut metagenome
13,SRR8960330,pig gut metagenome
13,ERR8314786,pig gut metagenome
13,SRR5240750,pig gut metagenome
13,SRR11183989,pig gut metagenome
13,ERR8314788,pig gut metagenome
13,SRR26820234,pig gut metagenome
13,ERR1135314,pig gut metagenome
13,SRR8960206,pig gut metagenome
13,ERR8314767,pig gut metagenome
13,SRR11183956,pig gut metagenome
13,SRR17241511,pig gut metagenome
13,SRR15057929,pig gut metagenome
13,SRR11183302,pig gut metagenome
13,ERR1135238,pig gut metagenome
13,SRR26064485,pig gut metagenome
13,SRR26820273,pig gut metagenome
13,SRR11124962,pig gut metagenome
13,ERR1135320,pig gut metagenome
13,SRR11124795,pig gut metagenome
13,SRR11125091,pig gut metagenome
13,SRR7182033,pig gut metagenome
13,ERR8314741,pig gut metagenome
13,SRR11124945,pig gut metagenome
13,SRR11125100,pig gut metagenome
13,ERR1135400,pig gut metagenome
13,SRR27108428,pig gut metagenome
13,SRR25936296,pig gut metagenome
13,SRR8960235,pig gut metagenome
13,SRR11126324,pig gut metagenome
13,SRR8960934,pig gut metagenome
13,SRR11183991,pig gut metagenome
13,ERR1135283,pig gut metagenome
13,SRR11183548,pig gut metagenome
13,SRR8960966,pig gut metagenome
13,SRR11183438,pig gut metagenome
13,SRR27108372,pig gut metagenome
13,SRR26820221,pig gut metagenome
13,SRR20632262,pig gut metagenome
13,ERR8314751,pig gut metagenome
13,SRR8960621,pig gut metagenome
13,SRR26820189,pig gut metagenome
13,SRR11124797,pig gut metagenome
13,ERR1135265,pig gut metagenome
13,SRR26820255,pig gut metagenome
13,SRR11125397,pig gut metagenome
13,SRR11125862,pig gut metagenome
13,SRR8960922,pig gut metagenome
13,SRR20591091,pig gut metagenome
13,ERR1135460,pig gut metagenome
13,SRR11125237,pig gut metagenome
13,SRR27108399,pig gut metagenome
13,SRR11125362,pig gut metagenome
13,SRR8960262,pig gut metagenome
13,SRR11551382,pig gut metagenome
13,ERR1135303,pig gut metagenome
13,ERR12731866,pig gut metagenome
13,SRR26820232,pig gut metagenome
13,SRR8960673,pig gut metagenome
13,SRR8960532,pig gut metagenome
13,SRR11126439,pig gut metagenome
13,ERR1135466,pig gut metagenome
13,SRR11126498,pig gut metagenome
13,SRR11183494,pig gut metagenome
13,SRR11125491,pig gut metagenome
13,SRR20981862,pig gut metagenome
13,SRR8960711,pig gut metagenome
13,SRR8960784,pig gut metagenome
13,ERR1135350,pig gut metagenome
13,SRR17241580,pig gut metagenome
13,SRR26064524,pig gut metagenome
13,SRR13517643,pig gut metagenome
13,SRR8960723,pig gut metagenome
13,SRR26820214,pig gut metagenome
13,ERR12731781,pig gut metagenome
13,SRR20632234,pig gut metagenome
13,SRR8960659,pig gut metagenome
13,SRR11183971,pig gut metagenome
13,SRR10209668,pig gut metagenome
13,SRR26820292,pig gut metagenome
13,SRR11126064,pig gut metagenome
13,ERR1135205,pig gut metagenome
13,ERR1135307,pig gut metagenome
13,SRR8960397,pig gut metagenome
13,SRR10209669,pig gut metagenome
13,SRR11183960,pig gut metagenome
13,SRR13517621,pig gut metagenome
13,SRR8960480,pig gut metagenome
13,SRR8960967,pig gut metagenome
13,SRR19497824,pig gut metagenome
13,ERR1135184,pig gut metagenome
13,SRR8960419,pig gut metagenome
13,ERR1135401,pig gut metagenome
13,SRR11126524,pig gut metagenome
13,SRR20662466,pig gut metagenome
13,SRR8960958,pig gut metagenome
13,SRR8960815,pig gut metagenome
13,SRR8960518,pig gut metagenome
13,SRR13517634,pig gut metagenome
13,SRR11124984,pig gut metagenome
13,SRR11124996,pig gut metagenome
13,SRR11125128,pig gut metagenome
13,SRR11125007,pig gut metagenome
13,SRR8960970,pig gut metagenome
13,SRR11126233,pig gut metagenome
13,SRR11183380,pig gut metagenome
13,SRR11125685,pig gut metagenome
13,SRR11126062,pig gut metagenome
13,SRR11183696,pig gut metagenome
13,SRR11125167,pig gut metagenome
13,SRR5241532,pig gut metagenome
13,ERR1135411,pig gut metagenome
13,ERR3211809,pig gut metagenome
13,SRR13517628,pig gut metagenome
13,SRR8960969,pig gut metagenome
13,SRR7182026,pig gut metagenome
13,SRR11183313,pig gut metagenome
13,ERR8314784,pig gut metagenome
13,SRR8960212,pig gut metagenome
13,SRR26064548,pig gut metagenome
13,SRR8960965,pig gut metagenome
13,SRR8960132,pig gut metagenome
13,SRR26820247,pig gut metagenome
13,SRR8960855,pig gut metagenome
13,SRR8960473,pig gut metagenome
13,SRR11183308,pig gut metagenome
13,SRR17241524,pig gut metagenome
13,SRR26820209,pig gut metagenome
13,SRR7182028,pig gut metagenome
13,ERR1135195,pig gut metagenome
13,SRR25936389,pig gut metagenome
13,SRR26820277,pig gut metagenome
13,SRR11183682,pig gut metagenome
13,SRR25936362,pig gut metagenome
13,SRR8960928,pig gut metagenome
13,SRR26820284,pig gut metagenome
13,SRR11126170,pig gut metagenome
13,SRR26820215,pig gut metagenome
13,SRR13517637,pig gut metagenome
13,ERR1135365,pig gut metagenome
13,SRR20662472,pig gut metagenome
13,ERR1135180,pig gut metagenome
13,ERR1135342,pig gut metagenome
13,SRR20632268,pig gut metagenome
13,SRR11125026,pig gut metagenome
13,SRR13517620,pig gut metagenome
13,SRR11124748,pig gut metagenome
13,SRR11125446,pig gut metagenome
13,SRR26064533,pig gut metagenome
13,SRR11125885,pig gut metagenome
13,SRR11551369,pig gut metagenome
13,SRR11125648,pig gut metagenome
13,SRR20981861,pig gut metagenome
13,SRR14369277,pig gut metagenome
13,SRR11125363,pig gut metagenome
13,SRR13517647,pig gut metagenome
13,SRR11125877,pig gut metagenome
13,SRR8960846,pig gut metagenome
13,SRR8960312,pig gut metagenome
13,SRR8960590,pig gut metagenome
13,SRR8960160,pig gut metagenome
13,ERR3211952,pig gut metagenome
13,SRR8960618,pig gut metagenome
13,ERR3211953,pig gut metagenome
13,SRR8960088,pig gut metagenome
13,SRR11126082,pig gut metagenome
13,SRR13517652,pig gut metagenome
13,ERR1135226,pig gut metagenome
13,SRR14369261,pig gut metagenome
13,ERR8314750,pig gut metagenome
13,SRR11183950,pig gut metagenome
13,SRR11126141,pig gut metagenome
13,SRR8960234,pig gut metagenome
13,SRR17241678,pig gut metagenome
13,SRR11126107,pig gut metagenome
13,SRR8960470,pig gut metagenome
13,SRR17241588,pig gut metagenome
13,SRR8960505,pig gut metagenome
13,SRR8960658,pig gut metagenome
13,SRR11183303,pig gut metagenome
13,ERR1135383,pig gut metagenome
13,SRR13517640,pig gut metagenome
13,SRR10209686,pig gut metagenome
13,SRR11183707,pig gut metagenome
13,SRR10209665,pig gut metagenome
13,SRR8960091,pig gut metagenome
13,ERR1135357,pig gut metagenome
13,SRR11126163,pig gut metagenome
13,SRR2329877,pig gut metagenome
13,SRR26820302,pig gut metagenome
13,SRR11125374,pig gut metagenome
13,ERR8314759,pig gut metagenome
13,SRR11124685,pig gut metagenome
13,SRR5976182,pig gut metagenome
13,SRR26820299,pig gut metagenome
13,SRR26820301,pig gut metagenome
13,ERR1135360,pig gut metagenome
13,SRR17241578,pig gut metagenome
13,SRR11126357,pig gut metagenome
13,SRR13517636,pig gut metagenome
13,SRR11126168,pig gut metagenome
13,SRR13517657,pig gut metagenome
13,SRR26442453,pig gut metagenome
13,SRR8960660,pig gut metagenome
13,SRR11126394,pig gut metagenome
13,SRR11126151,pig gut metagenome
13,SRR11126503,pig gut metagenome
13,SRR14369308,pig gut metagenome
13,SRR11551383,pig gut metagenome
13,SRR11126416,pig gut metagenome
13,SRR11125762,pig gut metagenome
13,ERR12731792,pig gut metagenome
13,SRR11125651,pig gut metagenome
13,SRR11126164,pig gut metagenome
13,SRR22328033,pig gut metagenome
13,SRR10209667,pig gut metagenome
13,ERR1135183,pig gut metagenome
13,SRR12799834,pig gut metagenome
13,SRR11125766,pig gut metagenome
13,SRR25936293,pig gut metagenome
13,SRR13517624,pig gut metagenome
13,SRR11125369,pig gut metagenome
13,SRR29218539,pig gut metagenome
13,SRR19497813,pig gut metagenome
13,SRR13517648,pig gut metagenome
13,SRR13517644,pig gut metagenome
13,SRR11125386,pig gut metagenome
13,SRR13517633,pig gut metagenome
13,SRR27108385,pig gut metagenome
13,SRR11125726,pig gut metagenome
13,ERR1135233,pig gut metagenome
13,SRR11126158,pig gut metagenome
13,SRR14369163,pig gut metagenome
13,ERR1135403,pig gut metagenome
13,SRR11183735,pig gut metagenome
13,SRR5666657,pig gut metagenome
13,ERR1135351,pig gut metagenome
13,ERR3211810,pig gut metagenome
13,ERR1135317,pig gut metagenome
13,SRR26820204,pig gut metagenome
13,ERR1135319,pig gut metagenome
13,SRR27108367,pig gut metagenome
13,SRR8960773,pig gut metagenome
13,SRR11125411,pig gut metagenome
13,ERR8314738,pig gut metagenome
13,SRR11183862,pig gut metagenome
13,SRR11183770,pig gut metagenome
13,SRR8960458,pig gut metagenome
13,SRR26064544,pig gut metagenome
13,ERR3211845,pig gut metagenome
13,SRR26820260,pig gut metagenome
13,ERR1135331,pig gut metagenome
13,SRR8960571,pig gut metagenome
13,ERR1135289,pig gut metagenome
13,SRR8960583,pig gut metagenome
13,SRR8960644,pig gut metagenome
13,SRR11124787,pig gut metagenome
13,SRR11126209,pig gut metagenome
13,ERR1135236,pig gut metagenome
13,SRR8960838,pig gut metagenome
13,SRR11125920,pig gut metagenome
13,SRR5240726,pig gut metagenome
13,SRR27108386,pig gut metagenome
13,SRR8960446,pig gut metagenome
13,SRR26820226,pig gut metagenome
13,SRR8960369,pig gut metagenome
13,SRR8960344,pig gut metagenome
13,SRR11124910,pig gut metagenome
13,SRR25936208,pig gut metagenome
13,SRR20632256,pig gut metagenome
13,SRR8960134,pig gut metagenome
13,ERR1135305,pig gut metagenome
13,SRR13517639,pig gut metagenome
13,ERR1135231,pig gut metagenome
13,SRR26064561,pig gut metagenome
13,SRR11125118,pig gut metagenome
13,SRR11184099,pig gut metagenome
13,SRR27108370,pig gut metagenome
13,SRR8960656,pig gut metagenome
13,SRR8960256,pig gut metagenome
13,ERR1135255,pig gut metagenome
13,SRR8960191,pig gut metagenome
13,SRR11126479,pig gut metagenome
13,ERR1135325,pig gut metagenome
13,ERR1135327,pig gut metagenome
13,ERR1135266,pig gut metagenome
13,SRR8960106,pig gut metagenome
13,SRR25936201,pig gut metagenome
13,ERR8314768,pig gut metagenome
13,ERR1135461,pig gut metagenome
13,SRR11183401,pig gut metagenome
13,ERR1135456,pig gut metagenome
13,SRR8960408,pig gut metagenome
13,SRR11125183,pig gut metagenome
13,ERR8314783,pig gut metagenome
13,SRR13517649,pig gut metagenome
13,SRR8960616,pig gut metagenome
13,SRR11125344,pig gut metagenome
13,SRR8960625,pig gut metagenome
13,SRR26064493,pig gut metagenome
13,ERR1135254,pig gut metagenome
13,SRR20662465,pig gut metagenome
13,SRR11124806,pig gut metagenome
13,SRR26820261,pig gut metagenome
13,SRR11126063,pig gut metagenome
13,SRR27108388,pig gut metagenome
13,SRR8960817,pig gut metagenome
13,SRR8960485,pig gut metagenome
13,SRR8960614,pig gut metagenome
13,SRR11183983,pig gut metagenome
13,SRR17241572,pig gut metagenome
13,SRR13517645,pig gut metagenome
13,ERR1135261,pig gut metagenome
13,SRR8960260,pig gut metagenome
13,SRR11125268,pig gut metagenome
13,SRR11125330,pig gut metagenome
13,SRR8960849,pig gut metagenome
13,SRR20591084,pig gut metagenome
13,SRR11126501,pig gut metagenome
13,SRR25936283,pig gut metagenome
13,SRR8960387,pig gut metagenome
13,ERR1135239,pig gut metagenome
13,SRR11184007,pig gut metagenome
13,SRR8960795,pig gut metagenome
13,SRR11126415,pig gut metagenome
13,SRR8960374,pig gut metagenome
13,ERR8314773,pig gut metagenome
13,SRR18323979,pig gut metagenome
13,SRR14369167,pig gut metagenome
13,ERR1135359,pig gut metagenome
13,SRR8960622,pig gut metagenome
13,SRR8960440,pig gut metagenome
13,SRR8960137,pig gut metagenome
13,SRR27108402,pig gut metagenome
13,SRR26064523,pig gut metagenome
13,SRR26820249,pig gut metagenome
13,SRR11125808,pig gut metagenome
13,SRR11125818,pig gut metagenome
13,ERR1135279,pig gut metagenome
13,SRR8960249,pig gut metagenome
13,ERR1135287,pig gut metagenome
13,SRR25936358,pig gut metagenome
13,SRR8960350,pig gut metagenome
13,SRR26064486,pig gut metagenome
13,SRR27108359,pig gut metagenome
13,ERR1135364,pig gut metagenome
13,SRR8960810,pig gut metagenome
13,SRR8960079,pig gut metagenome
13,ERR1135286,pig gut metagenome
13,SRR8960909,pig gut metagenome
13,SRR11183483,pig gut metagenome
13,SRR11126069,pig gut metagenome
13,SRR11125086,pig gut metagenome
13,SRR8960290,pig gut metagenome
13,SRR25936331,pig gut metagenome
13,SRR12799835,pig gut metagenome
13,SRR8960244,pig gut metagenome
13,SRR11125341,pig gut metagenome
13,SRR11125054,pig gut metagenome
13,SRR26820223,pig gut metagenome
13,SRR11184105,pig gut metagenome
13,ERR1135267,pig gut metagenome
13,SRR11184064,pig gut metagenome
13,SRR8960827,pig gut metagenome
13,SRR11183697,pig gut metagenome
13,SRR11183782,pig gut metagenome
13,ERR1135186,pig gut metagenome
13,SRR15057926,pig gut metagenome
13,SRR11183536,pig gut metagenome
13,SRR11184111,pig gut metagenome
13,SRR11126366,pig gut metagenome
13,SRR19497820,pig gut metagenome
13,SRR7182036,pig gut metagenome
13,SRR26820231,pig gut metagenome
13,ERR1135310,pig gut metagenome
13,ERR1135185,pig gut metagenome
13,SRR11183946,pig gut metagenome
13,SRR11184010,pig gut metagenome
13,SRR8960718,pig gut metagenome
13,SRR17241519,pig gut metagenome
13,ERR1135459,pig gut metagenome
13,SRR11124774,pig gut metagenome
13,SRR8960411,pig gut metagenome
13,SRR8960833,pig gut metagenome
13,SRR26064568,pig gut metagenome
13,ERR10930167,pig gut metagenome
13,ERR1135309,pig gut metagenome
13,SRR20632269,pig gut metagenome
13,SRR11183623,pig gut metagenome
13,SRR13517638,pig gut metagenome
13,ERR1135353,pig gut metagenome
13,ERR8314765,pig gut metagenome
13,SRR26820187,pig gut metagenome
13,SRR10209674,pig gut metagenome
13,ERR1135409,pig gut metagenome
13,SRR27108387,pig gut metagenome
13,SRR26820236,pig gut metagenome
13,ERR1135370,pig gut metagenome
13,ERR1135299,pig gut metagenome
13,SRR8960349,pig gut metagenome
13,SRR20632231,pig gut metagenome
13,SRR27108407,pig gut metagenome
13,SRR27108369,pig gut metagenome
13,ERR8314782,pig gut metagenome
13,SRR8960604,pig gut metagenome
13,SRR25936432,pig gut metagenome
13,SRR8960740,pig gut metagenome
13,ERR1135361,pig gut metagenome
13,ERR1135363,pig gut metagenome
13,SRR8960653,pig gut metagenome
13,SRR8960090,pig gut metagenome
13,SRR11183529,pig gut metagenome
13,SRR11125669,pig gut metagenome
13,SRR14369236,pig gut metagenome
13,SRR20662474,pig gut metagenome
13,SRR26064496,pig gut metagenome
13,ERR1135306,pig gut metagenome
13,SRR18048906,pig gut metagenome
13,ERR1135371,pig gut metagenome
13,SRR8960982,pig gut metagenome
13,ERR1135374,pig gut metagenome
13,SRR26820270,pig gut metagenome
13,SRR11126448,pig gut metagenome
13,SRR11183488,pig gut metagenome
13,ERR1135377,pig gut metagenome
13,ERR1135256,pig gut metagenome
13,ERR1135179,pig gut metagenome
13,ERR1135295,pig gut metagenome
13,ERR1135178,pig gut metagenome
13,SRR8960371,pig gut metagenome
13,SRR11125555,pig gut metagenome
13,SRR11126022,pig gut metagenome
13,SRR26820295,pig gut metagenome
13,ERR3211944,pig gut metagenome
13,SRR8960230,pig gut metagenome
13,ERR8314766,pig gut metagenome
13,SRR8960728,pig gut metagenome
13,SRR11124966,pig gut metagenome
13,ERR1135343,pig gut metagenome
13,ERR1135453,pig gut metagenome
13,SRR8960775,pig gut metagenome
13,SRR25936166,pig gut metagenome
13,ERR1135234,pig gut metagenome
13,SRR8960119,pig gut metagenome
13,SRR8960216,pig gut metagenome
13,SRR11125350,pig gut metagenome
13,ERR1135329,pig gut metagenome
13,SRR10209666,pig gut metagenome
13,SRR17241530,pig gut metagenome
13,ERR1135181,pig gut metagenome
13,SRR25936185,pig gut metagenome
13,SRR8960207,pig gut metagenome
13,SRR11125475,pig gut metagenome
13,SRR11125373,pig gut metagenome
12,SRR27108371,pig gut metagenome
12,SRR8960689,pig gut metagenome
12,SRR17241591,pig gut metagenome
12,SRR11125463,pig gut metagenome
12,ERR3211927,pig gut metagenome
12,SRR11183931,pig gut metagenome
12,SRR11183978,pig gut metagenome
12,SRR11126104,pig gut metagenome
12,SRR11126275,pig gut metagenome
12,SRR11183847,pig gut metagenome
12,SRR8960291,pig gut metagenome
12,SRR13517651,pig gut metagenome
12,SRR13517650,pig gut metagenome
12,SRR11183423,pig gut metagenome
12,SRR26820212,pig gut metagenome
12,ERR1135465,pig gut metagenome
12,SRR26820248,pig gut metagenome
12,SRR11124699,pig gut metagenome
12,ERR3211890,pig gut metagenome
12,SRR20662478,pig gut metagenome
12,SRR11124814,pig gut metagenome
12,ERR3211917,pig gut metagenome
12,SRR27108415,pig gut metagenome
12,ERR3211921,pig gut metagenome
12,SRR26820190,pig gut metagenome
12,SRR11126086,pig gut metagenome
12,SRR11183507,pig gut metagenome
12,SRR11183482,pig gut metagenome
12,SRR11125028,pig gut metagenome
12,SRR8960413,pig gut metagenome
12,SRR11125684,pig gut metagenome
12,SRR11125737,pig gut metagenome
12,SRR11124942,pig gut metagenome
12,SRR11124662,pig gut metagenome
12,SRR8960498,pig gut metagenome
12,SRR11126525,pig gut metagenome
12,SRR26820205,pig gut metagenome
12,SRR11125041,pig gut metagenome
12,SRR20662470,pig gut metagenome
12,SRR11126334,pig gut metagenome
12,SRR11124915,pig gut metagenome
12,SRR11125701,pig gut metagenome
12,ERR3211937,pig gut metagenome
12,ERR3211816,pig gut metagenome
12,ERR1135384,pig gut metagenome
12,SRR11125968,pig gut metagenome
12,SRR11126100,pig gut metagenome
12,ERR3211931,pig gut metagenome
12,SRR11126315,pig gut metagenome
12,SRR8960363,pig gut metagenome
12,SRR26820201,pig gut metagenome
12,SRR23223862,pig gut metagenome
12,SRR11183405,pig gut metagenome
12,SRR23223852,pig gut metagenome
12,SRR11125030,pig gut metagenome
12,ERR1135405,pig gut metagenome
12,ERR3211978,pig gut metagenome
12,SRR11125554,pig gut metagenome
12,ERR3211825,pig gut metagenome
12,SRR11126092,pig gut metagenome
12,ERR3211794,pig gut metagenome
12,SRR8960813,pig gut metagenome
12,SRR11183351,pig gut metagenome
12,SRR11183364,pig gut metagenome
12,SRR11183384,pig gut metagenome
12,ERR1135182,pig gut metagenome
12,ERR3211760,pig gut metagenome
12,SRR11183349,pig gut metagenome
12,SRR18048903,pig gut metagenome
12,SRR20591095,pig gut metagenome
12,SRR5976185,pig gut metagenome
12,SRR11183951,pig gut metagenome
12,SRR11125859,pig gut metagenome
12,SRR11183491,pig gut metagenome
12,SRR11183818,pig gut metagenome
12,SRR11125765,pig gut metagenome
12,SRR11183446,pig gut metagenome
12,SRR11126463,pig gut metagenome
12,SRR11124798,pig gut metagenome
12,SRR8960228,pig gut metagenome
12,ERR1135455,pig gut metagenome
12,SRR5976181,pig gut metagenome
12,SRR8960611,pig gut metagenome
12,SRR11125383,pig gut metagenome
12,ERR3211949,pig gut metagenome
12,SRR11183929,pig gut metagenome
12,SRR11125930,pig gut metagenome
12,SRR11126071,pig gut metagenome
12,SRR20632267,pig gut metagenome
12,SRR11125805,pig gut metagenome
12,SRR11125465,pig gut metagenome
12,SRR13517622,pig gut metagenome
12,SRR29048504,pig gut metagenome
12,ERR3211888,pig gut metagenome
12,SRR26820303,pig gut metagenome
12,ERR3211871,pig gut metagenome
12,SRR11125874,pig gut metagenome
12,SRR11183422,pig gut metagenome
12,SRR8960499,pig gut metagenome
12,ERR3211795,pig gut metagenome
12,SRR11124985,pig gut metagenome
12,SRR11125442,pig gut metagenome
12,ERR3211894,pig gut metagenome
12,SRR11124770,pig gut metagenome
12,SRR11124993,pig gut metagenome
12,SRR11183747,pig gut metagenome
12,SRR17241594,pig gut metagenome
12,SRR18048905,pig gut metagenome
12,SRR8960453,pig gut metagenome
12,SRR11184071,pig gut metagenome
12,SRR11125817,pig gut metagenome
12,SRR11126338,pig gut metagenome
12,ERR3211819,pig gut metagenome
12,SRR11183920,pig gut metagenome
12,SRR11125069,pig gut metagenome
12,SRR11125332,pig gut metagenome
12,SRR11125354,pig gut metagenome
12,SRR26064497,pig gut metagenome
12,SRR11183389,pig gut metagenome
12,SRR11125103,pig gut metagenome
12,SRR11125693,pig gut metagenome
12,SRR11183404,pig gut metagenome
12,SRR11184003,pig gut metagenome
12,SRR11125558,pig gut metagenome
12,SRR11125289,pig gut metagenome
12,SRR14369251,pig gut metagenome
12,ERR3211987,pig gut metagenome
12,SRR26820297,pig gut metagenome
12,SRR11126096,pig gut metagenome
12,SRR11184000,pig gut metagenome
12,ERR3211773,pig gut metagenome
12,SRR14369195,pig gut metagenome
12,SRR11126519,pig gut metagenome
12,SRR8960123,pig gut metagenome
12,ERR3211875,pig gut metagenome
12,ERR1135322,pig gut metagenome
12,ERR1135260,pig gut metagenome
12,SRR11489750,pig gut metagenome
12,SRR11124890,pig gut metagenome
12,SRR11125309,pig gut metagenome
12,SRR11126312,pig gut metagenome
12,ERR3211869,pig gut metagenome
12,SRR11124767,pig gut metagenome
12,SRR11125230,pig gut metagenome
12,SRR11183375,pig gut metagenome
12,SRR11125090,pig gut metagenome
12,ERR3211804,pig gut metagenome
12,SRR14369166,pig gut metagenome
12,ERR1135432,pig gut metagenome
12,ERR3211863,pig gut metagenome
12,SRR8960472,pig gut metagenome
12,SRR11125736,pig gut metagenome
12,ERR3211913,pig gut metagenome
12,ERR1135418,pig gut metagenome
12,ERR1135467,pig gut metagenome
12,SRR11126456,pig gut metagenome
12,SRR20632226,pig gut metagenome
12,SRR11183693,pig gut metagenome
12,SRR11126292,pig gut metagenome
12,SRR11125793,pig gut metagenome
12,SRR26820281,pig gut metagenome
12,ERR1135259,pig gut metagenome
12,ERR1135426,pig gut metagenome
12,SRR7182043,pig gut metagenome
12,ERR3211865,pig gut metagenome
12,SRR27108425,pig gut metagenome
12,SRR8960825,pig gut metagenome
12,SRR11183625,pig gut metagenome
12,ERR3211930,pig gut metagenome
12,ERR3211761,pig gut metagenome
12,SRR11183408,pig gut metagenome
12,SRR11124655,pig gut metagenome
12,SRR26820220,pig gut metagenome
12,ERR3211905,pig gut metagenome
12,ERR3211924,pig gut metagenome
12,SRR23223849,pig gut metagenome
12,ERR3211815,pig gut metagenome
12,ERR3211896,pig gut metagenome
12,SRR23223847,pig gut metagenome
12,ERR1135449,pig gut metagenome
12,SRR8960957,pig gut metagenome
12,SRR11125324,pig gut metagenome
12,SRR8960370,pig gut metagenome
12,ERR3211956,pig gut metagenome
12,SRR8960316,pig gut metagenome
12,SRR23223846,pig gut metagenome
12,ERR3211943,pig gut metagenome
12,ERR3211923,pig gut metagenome
12,SRR11183972,pig gut metagenome
12,SRR8960610,pig gut metagenome
12,SRR11125441,pig gut metagenome
12,ERR3211787,pig gut metagenome
12,ERR3211868,pig gut metagenome
