acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR11183706,1054609972,329355419,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B10,Duroc x Large white,plate_4,B4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['29781'],['34.1273 S 150.7387 E'],326,32719,4A,-80C,42767,32719,BR05918,29781,11097980
SRR11183709,1288558500,402019778,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,F12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.5,['14190'],['34.1273 S 150.7387 E'],316,210747,4A,-80C,42767,210747,BR06957,14190,11097978
SRR8960208,6717175506,2269577271,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B37,Duroc x Large white,plate_3,G10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.2,['29797'],['34.1273 S 150.7387 E'],326,B12474,4A,-80C,42767,B12474,BR07264,29797,11097979
SRR8960209,5583130474,1817250768,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B10,Duroc x Large white,plate_4,B4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['29781'],['34.1273 S 150.7387 E'],326,32719,4A,-80C,42767,32719,BR05918,29781,11097980
SRR8960210,3970667914,1277398514,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,A26,Duroc x Large white,plate_3,F7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29668'],['34.1273 S 150.7387 E'],326,315286,4A,-80C,42767,315286,BR06957,29668,11097981
SRR8960211,49918122694,16202441824,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_5,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['14265'],['34.1273 S 150.7387 E'],316,Y09733,4A,-80C,42767,Y09733,BR06957,14265,11097982
SRR8960212,5246340376,1685379706,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_4,G11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],9.7,['29653'],['34.1273 S 150.7387 E'],326,316703,4A,-80C,42767,316703,BR04050,29653,11097983
SRR8960213,5126854378,1662309949,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,A29,Duroc x Large white,plate_4,H8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.7,['29633'],['34.1273 S 150.7387 E'],326,60581,4B,-80C,42767,B11802,BR06957,29633,11097984
SRR8960214,4053862572,1299410959,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B4,Duroc x Landrace,plate_6,C2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['14208'],['34.1273 S 150.7387 E'],316,Y08266,4B,-80C,42767,Y08266,BR06957,14208,11097985
SRR8960215,3215547114,1039547811,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B42,Duroc x Landrace,plate_3,C3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.4,['14305'],['34.1273 S 150.7387 E'],316,21272,4B,-80C,42767,21272,BR07264,14305,11097986
SRR8960216,7826044308,2535372994,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B23,Duroc x Large white,plate_4,D5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.5,['29949'],['34.1273 S 150.7387 E'],326,315132,4B,-80C,42767,315132,BR07264,29949,11097987
SRR8960217,5513026006,1762816354,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B15,Duroc x Large white,plate_3,G6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29796'],['34.1273 S 150.7387 E'],326,317019,4B,-80C,42767,B12474,BR07264,29796,11097988
SRR8960723,3344905492,1079750750,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,A35,Large white x Duroc,plate_3,G2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.5,['29847'],['34.1273 S 150.7387 E'],326,40516,4C,-80C,42767,40516,BB17642,29847,11097990
SRR8960724,5165781272,1656960620,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B10,Duroc x Large white,plate_3,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],4.6,['29777'],['34.1273 S 150.7387 E'],326,32719,4B,-80C,42767,32719,BR05918,29777,11097989
SRR8960725,4283824700,1377284918,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B44,Duroc x Large white,plate_3,F1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.1,['29753'],['34.1273 S 150.7387 E'],326,B11439,4C,-80C,42767,B11439,BR05942,29753,11097992
SRR8960726,4599058944,1485762387,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B62,Duroc x Large white,plate_4,C2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7,['29793'],['34.1273 S 150.7387 E'],326,316981,4C,-80C,42767,B12474,BR07264,29793,11097991
SRR8960727,4805498292,1559832413,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B13,Large white x Duroc,plate_3,C10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.1,['29718'],['34.1273 S 150.7387 E'],326,Y08843,4C,-80C,42767,40519,BB19727,29718,11097994
SRR8960728,5287168964,1713299441,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B33,Large white x Duroc,plate_6,H10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.3,['29743'],['34.1273 S 150.7387 E'],326,40486,4C,-80C,42767,40486,BB18188,29743,11097993
SRR8960730,5488795036,1752113744,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,A37,Duroc x Large white,plate_4,B12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.7,['29694'],['34.1273 S 150.7387 E'],326,319096,4C,-80C,42767,9128,BR06957,29694,11097995
SRR8960806,3902419236,1265687119,['Neomycin'],['2017-02-07'],neomycin,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,F12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.5,['14190'],['34.1273 S 150.7387 E'],316,210747,4A,-80C,42767,210747,BR06957,14190,11097978
SRR11124893,1838572980,546567651,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B13,Large white x Duroc,plate_7,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29715'],['34.1273 S 150.7387 E'],326,Y08843,3E,-80C,42767,40519,BB19727,29715,11097968
SRR11124894,1651265936,489156301,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B28,Duroc x Large white,plate_8,B10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11097967
SRR11124896,1439566654,430910143,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B23,Duroc x Large white,plate_3,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.6,['29943'],['34.1273 S 150.7387 E'],326,315132,3D,-80C,42767,315132,BR07264,29943,11097965
SRR11124898,1464409174,434410373,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_3,B12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['14297'],['34.1273 S 150.7387 E'],316,21508,3D,-80C,42767,21508,BR07335,14297,11097963
SRR11125010,1295641910,385246433,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A29,Large white x Duroc,plate_3,G9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8,['29646'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29646,11097977
SRR11125012,1150009356,339946845,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_3,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.1,['14261'],['34.1273 S 150.7387 E'],316,Y09733,3F,-80C,42767,Y09733,BR06957,14261,11097975
SRR11125014,1017070164,310181800,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A41,Large white x Duroc,plate_4,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.5,['29645'],['34.1273 S 150.7387 E'],326,408216,3F,-80C,42767,R03999,BB17642,29645,11097973
SRR11125017,1491341836,444844232,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_3,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.8,['29655'],['34.1273 S 150.7387 E'],326,316703,3E,-80C,42767,316703,BR04050,29655,11097970
SRR11125903,1749483886,533348628,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B13,Large white x Duroc,plate_7,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29715'],['34.1273 S 150.7387 E'],326,Y08843,3E,-80C,42767,40519,BB19727,29715,11097968
SRR11125904,1577806248,479990294,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B28,Duroc x Large white,plate_8,B10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11097967
SRR11125906,1387255120,425825866,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B23,Duroc x Large white,plate_3,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.6,['29943'],['34.1273 S 150.7387 E'],326,315132,3D,-80C,42767,315132,BR07264,29943,11097965
SRR11125908,1401259162,426470933,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_3,B12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['14297'],['34.1273 S 150.7387 E'],316,21508,3D,-80C,42767,21508,BR07335,14297,11097963
SRR11126212,1269291202,387415901,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A29,Large white x Duroc,plate_3,G9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8,['29646'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29646,11097977
SRR11126214,1122980356,340574817,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_3,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.1,['14261'],['34.1273 S 150.7387 E'],316,Y09733,3F,-80C,42767,Y09733,BR06957,14261,11097975
SRR11126216,1016498780,318346010,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A41,Large white x Duroc,plate_4,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.5,['29645'],['34.1273 S 150.7387 E'],326,408216,3F,-80C,42767,R03999,BB17642,29645,11097973
SRR11126219,1453291950,445205586,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_3,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.8,['29655'],['34.1273 S 150.7387 E'],326,316703,3E,-80C,42767,316703,BR04050,29655,11097970
SRR11183689,1003497680,311288228,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_8,H7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],9.6,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11097996
SRR11183710,1400752708,432717420,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A29,Large white x Duroc,plate_3,G9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8,['29646'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29646,11097977
SRR11183712,1244574918,381841703,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_3,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.1,['14261'],['34.1273 S 150.7387 E'],316,Y09733,3F,-80C,42767,Y09733,BR06957,14261,11097975
SRR11183714,1130414992,358387513,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A41,Large white x Duroc,plate_4,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.5,['29645'],['34.1273 S 150.7387 E'],326,408216,3F,-80C,42767,R03999,BB17642,29645,11097973
SRR11183749,1616819816,501534793,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_3,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.8,['29655'],['34.1273 S 150.7387 E'],326,316703,3E,-80C,42767,316703,BR04050,29655,11097970
SRR11183753,1941244222,598661801,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B13,Large white x Duroc,plate_7,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29715'],['34.1273 S 150.7387 E'],326,Y08843,3E,-80C,42767,40519,BB19727,29715,11097968
SRR11183754,1738856204,535347361,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B28,Duroc x Large white,plate_8,B10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11097967
SRR11183756,1525286334,473986054,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B23,Duroc x Large white,plate_3,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.6,['29943'],['34.1273 S 150.7387 E'],326,315132,3D,-80C,42767,315132,BR07264,29943,11097965
SRR11183758,1547409042,476904929,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_3,B12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['14297'],['34.1273 S 150.7387 E'],316,21508,3D,-80C,42767,21508,BR07335,14297,11097963
SRR11183759,1051878382,326769948,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B55,Duroc x Large white,plate_7,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.5,['29900'],['34.1273 S 150.7387 E'],326,315649,3D,-80C,42767,315649,BR07264,29900,11097962
SRR8960305,4422378676,1416194458,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B13,Large white x Duroc,plate_7,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29715'],['34.1273 S 150.7387 E'],326,Y08843,3E,-80C,42767,40519,BB19727,29715,11097968
SRR8960306,3830144596,1234731659,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B28,Duroc x Large white,plate_8,B10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11097967
SRR8960309,3463306706,1121016823,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A37,Duroc x Large white,plate_8,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.7,['29679'],['34.1273 S 150.7387 E'],326,319096,3D,-80C,42767,32734,BR06957,29679,11097964
SRR8960310,4328268228,1384788401,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_3,B12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.3,['14297'],['34.1273 S 150.7387 E'],316,21508,3D,-80C,42767,21508,BR07335,14297,11097963
SRR8960311,3903749546,1327644754,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_8,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.6,['14263'],['34.1273 S 150.7387 E'],316,Y09733,3D,-80C,42767,Y09733,BR06957,14263,11097966
SRR8960312,7189143522,2307782155,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B23,Duroc x Large white,plate_3,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.6,['29943'],['34.1273 S 150.7387 E'],326,315132,3D,-80C,42767,315132,BR07264,29943,11097965
SRR8960315,3226761582,1040159520,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B55,Duroc x Large white,plate_7,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.5,['29900'],['34.1273 S 150.7387 E'],326,315649,3D,-80C,42767,315649,BR07264,29900,11097962
SRR8960729,5099392008,1639093592,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_8,H7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],9.6,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11097996
SRR8960807,5034108366,1612416149,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A29,Large white x Duroc,plate_3,G9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8,['29646'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29646,11097977
SRR8960808,4673599188,1497264048,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,E12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.2,['14186'],['34.1273 S 150.7387 E'],316,210747,3F,-80C,42767,210747,BR06957,14186,11097976
SRR8960809,5090624646,1619876179,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B8,Duroc x Landrace,plate_3,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.1,['14261'],['34.1273 S 150.7387 E'],316,Y09733,3F,-80C,42767,Y09733,BR06957,14261,11097975
SRR8960810,5663013400,1835319129,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A29,Large white x Duroc,plate_4,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],9.6,['29643'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29643,11097974
SRR8960811,5974183630,1974882428,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A41,Large white x Duroc,plate_4,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.5,['29645'],['34.1273 S 150.7387 E'],326,408216,3F,-80C,42767,R03999,BB17642,29645,11097973
SRR8960812,5733355844,1895224273,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B33,Large white x Duroc,plate_4,G12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.2,['29745'],['34.1273 S 150.7387 E'],326,40486,3F,-80C,42767,40486,BB18188,29745,11097972
SRR8960813,4477145168,1437692989,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A23,Landrace x Cross bred (LW x D),plate_5,F6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.2,['14171'],['34.1273 S 150.7387 E'],319,T12057,3E,-80C,42767,T12057,BY12386,14171,11097971
SRR8960814,5584695136,1801965196,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_3,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.8,['29655'],['34.1273 S 150.7387 E'],326,316703,3E,-80C,42767,316703,BR04050,29655,11097970
SRR8960815,3721017198,1181609573,['Neomycin+ColiGuard'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_6,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.3,['14195'],['34.1273 S 150.7387 E'],316,210747,3E,-80C,42767,210747,BR06957,14195,11097969
SRR11124921,1253179804,388822466,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B31,Duroc x Landrace,plate_8,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.5,['14320'],['34.1273 S 150.7387 E'],316,21560,2F,-80C,42767,21560,BR06957,14320,11097942
SRR11124923,1115973956,345549543,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A31,Duroc x Large white,plate_8,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.4,['29931'],['34.1273 S 150.7387 E'],326,B11614,2F,-80C,42767,B11614,BR06957,29931,11097940
SRR11125500,1057183314,321373889,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_6,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.4,['14298'],['34.1273 S 150.7387 E'],316,21508,2F,-80C,42767,21508,BR07335,14298,11097939
SRR11125503,1586958962,471952350,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Landrace,plate_6,D1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.7,['14201'],['34.1273 S 150.7387 E'],316,319427,2E,-80C,42767,Y08912,BR05942,14201,11097937
