acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR11125505,1584307704,521113593,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.8,['14193'],['34.1273 S 150.7387 E'],316,210747,2E,-80C,42767,210747,BR06957,14193,11097935
SRR11125507,1541066438,458280899,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Large white,plate_7,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.7,['29703'],['34.1273 S 150.7387 E'],326,319427,2E,-80C,42767,315376,BR05942,29703,11097933
SRR11125508,1481410264,466454405,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B22,Duroc x Large white,plate_3,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11097932
SRR11125511,1365198550,422351400,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,H5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.2,['14194'],['34.1273 S 150.7387 E'],316,210747,2D,-80C,42767,210747,BR06957,14194,11097929
SRR11125515,1283814382,403482457,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_4,A7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.9,['14295'],['34.1273 S 150.7387 E'],316,21508,2D,-80C,42767,21508,BR07335,14295,11097926
SRR11125931,1217239690,386456454,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B31,Duroc x Landrace,plate_8,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.5,['14320'],['34.1273 S 150.7387 E'],316,21560,2F,-80C,42767,21560,BR06957,14320,11097942
SRR11125933,1078676654,341709398,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A31,Duroc x Large white,plate_8,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.4,['29931'],['34.1273 S 150.7387 E'],326,B11614,2F,-80C,42767,B11614,BR06957,29931,11097940
SRR11126225,1539710156,470487552,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Landrace,plate_6,D1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.7,['14201'],['34.1273 S 150.7387 E'],316,319427,2E,-80C,42767,Y08912,BR05942,14201,11097937
SRR11126227,1451742086,484561463,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.8,['14193'],['34.1273 S 150.7387 E'],316,210747,2E,-80C,42767,210747,BR06957,14193,11097935
SRR11126229,1528965902,467110575,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Large white,plate_7,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.7,['29703'],['34.1273 S 150.7387 E'],326,319427,2E,-80C,42767,315376,BR05942,29703,11097933
SRR11126230,1429040142,459705028,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B22,Duroc x Large white,plate_3,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11097932
SRR11126233,1299444694,411408913,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,H5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.2,['14194'],['34.1273 S 150.7387 E'],316,210747,2D,-80C,42767,210747,BR06957,14194,11097929
SRR11126237,1199103684,384481572,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_4,A7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.9,['14295'],['34.1273 S 150.7387 E'],316,21508,2D,-80C,42767,21508,BR07335,14295,11097926
SRR11183813,1347848952,433870987,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B31,Duroc x Landrace,plate_8,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.5,['14320'],['34.1273 S 150.7387 E'],316,21560,2F,-80C,42767,21560,BR06957,14320,11097942
SRR11183815,1180102448,378951652,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A31,Duroc x Large white,plate_8,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.4,['29931'],['34.1273 S 150.7387 E'],326,B11614,2F,-80C,42767,B11614,BR06957,29931,11097940
SRR11183816,1087746016,343333636,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_6,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.4,['14298'],['34.1273 S 150.7387 E'],316,21508,2F,-80C,42767,21508,BR07335,14298,11097939
SRR11183819,1723560206,533269604,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Landrace,plate_6,D1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.7,['14201'],['34.1273 S 150.7387 E'],316,319427,2E,-80C,42767,Y08912,BR05942,14201,11097937
SRR11183821,1537614880,520792621,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.8,['14193'],['34.1273 S 150.7387 E'],316,210747,2E,-80C,42767,210747,BR06957,14193,11097935
SRR11183823,1713685108,529874107,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Large white,plate_7,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.7,['29703'],['34.1273 S 150.7387 E'],326,319427,2E,-80C,42767,315376,BR05942,29703,11097933
SRR11183824,1565222814,510895799,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B22,Duroc x Large white,plate_3,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11097932
SRR11183827,1431572412,459557034,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,H5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.2,['14194'],['34.1273 S 150.7387 E'],316,210747,2D,-80C,42767,210747,BR06957,14194,11097929
SRR11183831,1317260882,428204351,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_4,A7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.9,['14295'],['34.1273 S 150.7387 E'],316,21508,2D,-80C,42767,21508,BR07335,14295,11097926
SRR8960195,4312400544,1387759846,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.2,['14194'],['34.1273 S 150.7387 E'],316,210747,2D,-80C,42767,210747,BR06957,14194,11097928
SRR8960196,5708218874,1908668939,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A25,Duroc x Large white,plate_5,E8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.8,['29652'],['34.1273 S 150.7387 E'],326,316703,2D,-80C,42767,316703,BR04050,29652,11097927
SRR8960206,5182758202,1705869063,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_4,A7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.9,['14295'],['34.1273 S 150.7387 E'],316,21508,2D,-80C,42767,21508,BR07335,14295,11097926
SRR8960207,5750489512,1884321324,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B22,Duroc x Large white,plate_7,E7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6.6,['29961'],['34.1273 S 150.7387 E'],326,32810,2D,-80C,42767,32810,BR07264,29961,11097925
SRR8960358,7636035572,2494058633,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_4,H5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.2,['14194'],['34.1273 S 150.7387 E'],316,210747,2D,-80C,42767,210747,BR06957,14194,11097929
SRR8960359,4912371260,1602860241,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B58,Duroc x Large white,plate_5,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],6,['29691'],['34.1273 S 150.7387 E'],326,60690,2D,-80C,42767,9128,BR06957,29691,11097930
SRR8960362,3850874178,1237997028,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Large white,plate_7,D4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.7,['29703'],['34.1273 S 150.7387 E'],326,319427,2E,-80C,42767,315376,BR05942,29703,11097933
SRR8960363,4097519994,1329039749,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A31,Duroc x Large white,plate_8,B3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.5,['29934'],['34.1273 S 150.7387 E'],326,B11614,2E,-80C,42767,B11614,BR06957,29934,11097934
SRR8960364,6125207488,2080053179,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B2,Duroc x Landrace,plate_3,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.8,['14193'],['34.1273 S 150.7387 E'],316,210747,2E,-80C,42767,210747,BR06957,14193,11097935
SRR8960365,5176019374,1670186023,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B6,Duroc x Large white,plate_3,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.4,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11097936
SRR8960366,3282313274,1059553759,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B48,Duroc x Landrace,plate_6,D1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.7,['14201'],['34.1273 S 150.7387 E'],316,319427,2E,-80C,42767,Y08912,BR05942,14201,11097937
SRR8960367,3906220208,1248913294,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A26,Duroc x Large white,plate_5,B11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.3,['29667'],['34.1273 S 150.7387 E'],326,315286,2F,-80C,42767,315286,BR06957,29667,11097938
SRR8960670,4753387890,1527917288,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A23,Landrace x Cross bred (LW x D),plate_7,B11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.5,['14174'],['34.1273 S 150.7387 E'],319,T12057,2D,-80C,42767,T12057,BY12386,14174,11097931
SRR8960671,5250077928,1740649601,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B22,Duroc x Large white,plate_3,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],5.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11097932
SRR8960956,3245988412,1045430757,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,C19,Duroc x Landrace,plate_4,F12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],4.4,['14287'],['34.1273 S 150.7387 E'],316,212211,2F,-80C,42767,212211,BR07335,14287,11097943
SRR8960957,3879797322,1278522660,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B31,Duroc x Landrace,plate_8,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.5,['14320'],['34.1273 S 150.7387 E'],316,21560,2F,-80C,42767,21560,BR06957,14320,11097942
SRR8960958,3774190942,1224194891,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B44,Duroc x Large white,plate_7,A7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.4,['29754'],['34.1273 S 150.7387 E'],326,B11439,2F,-80C,42767,B11439,BR05942,29754,11097941
SRR8960959,4341641090,1425234304,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,A31,Duroc x Large white,plate_8,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],8.4,['29931'],['34.1273 S 150.7387 E'],326,B11614,2F,-80C,42767,B11614,BR06957,29931,11097940
SRR8960960,5690602610,1854676867,['Neomycin+D-scour'],['2017-02-07'],end_treatment,5,week 1,end_t1,neomycin,B21,Duroc x Landrace,plate_6,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],7.4,['14298'],['34.1273 S 150.7387 E'],316,21508,2F,-80C,42767,21508,BR07335,14298,11097939
SRR11125435,1566966260,469510326,['ColiGuard'],['2017-02-08'],coliguard,6,week 2,7d after_start_treat,coliguard,A37,Duroc x Large white,plate_7,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29924'],['34.1273 S 150.7387 E'],326,319096,3A,-80C,42767,319096,BR05942,29924,11097998
SRR11125997,1507129188,463606952,['ColiGuard'],['2017-02-08'],coliguard,6,week 2,7d after_start_treat,coliguard,A37,Duroc x Large white,plate_7,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29924'],['34.1273 S 150.7387 E'],326,319096,3A,-80C,42767,319096,BR05942,29924,11097998
SRR11183687,1673112918,520783811,['ColiGuard'],['2017-02-08'],coliguard,6,week 2,7d after_start_treat,coliguard,A37,Duroc x Large white,plate_7,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29924'],['34.1273 S 150.7387 E'],326,319096,3A,-80C,42767,319096,BR05942,29924,11097998
SRR8960715,5565946070,1801082614,['ColiGuard'],['2017-02-08'],coliguard,6,week 2,7d after_start_treat,coliguard,A37,Duroc x Large white,plate_7,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29924'],['34.1273 S 150.7387 E'],326,319096,3A,-80C,42767,319096,BR05942,29924,11097998
SRR11125432,1412952300,426113810,['D-scour'],['2017-02-08'],d-scour,6,week 2,7d after_start_treat,d-scour,A37,Duroc x Large white,plate_7,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098000
SRR11125994,1338899484,413925241,['D-scour'],['2017-02-08'],d-scour,6,week 2,7d after_start_treat,d-scour,A37,Duroc x Large white,plate_7,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098000
SRR11183684,1475522170,462010347,['D-scour'],['2017-02-08'],d-scour,6,week 2,7d after_start_treat,d-scour,A37,Duroc x Large white,plate_7,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098000
SRR8960481,3182689816,1033425313,['D-scour'],['2017-02-08'],d-scour,6,week 2,7d after_start_treat,d-scour,A37,Duroc x Large white,plate_7,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098000
SRR8960716,4450378606,1446509291,['D-scour'],['2017-02-08'],d-scour,6,week 2,7d after_start_treat,d-scour,B31,Duroc x Landrace,plate_8,E12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14317'],['34.1273 S 150.7387 E'],316,21560,2C,-80C,42767,21560,BR06957,14317,11097997
SRR8960480,4980311596,1602552963,['Neomycin'],['2017-02-08'],end_treatment,6,week 2,end_t1,neomycin,B4,Duroc x Landrace,plate_8,F9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14208'],['34.1273 S 150.7387 E'],316,Y08266,4B,nan,42767,Y08266,BR06957,14208,11097999
SRR11124868,1679681418,498180257,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,C19,Duroc x Landrace,plate_5,G8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14288'],['34.1273 S 150.7387 E'],316,212211,3C,-80C,42767,212211,BR07335,14288,11098033
SRR11124869,1021568454,306210759,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,B28,Duroc x Large white,plate_8,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29704'],['34.1273 S 150.7387 E'],326,315376,3C,-80C,42767,315376,BR05942,29704,11098032
SRR11124875,1067066264,325351267,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,B4,Duroc x Landrace,plate_4,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14209'],['34.1273 S 150.7387 E'],316,Y08266,3A,-80C,42767,Y08266,BR06957,14209,11098027
SRR11125958,1660194264,505409847,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,C19,Duroc x Landrace,plate_5,G8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14288'],['34.1273 S 150.7387 E'],316,212211,3C,-80C,42767,212211,BR07335,14288,11098033
SRR11125965,1017696210,318526449,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,B4,Duroc x Landrace,plate_4,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14209'],['34.1273 S 150.7387 E'],316,Y08266,3A,-80C,42767,Y08266,BR06957,14209,11098027
SRR11183584,1846054426,568795394,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,C19,Duroc x Landrace,plate_5,G8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14288'],['34.1273 S 150.7387 E'],316,212211,3C,-80C,42767,212211,BR07335,14288,11098033
SRR11183585,1111591332,346374999,['ColiGuard'],['2017-02-10'],coliguard,7,week 2,9d after_start_treat,coliguard,B28,Duroc x Large white,plate_8,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29704'],['34.1273 S 150.7387 E'],326,315376,3C,-80C,42767,315376,BR05942,29704,11098032
