acc,Bariatricus_sp004560705.branchw,JAFBIX01_sp021531895.branchw,Limosilactobacillus_reuteri.branchw,Lactobacillus_amylovorus.branchw,Sodaliphilus_sp004557565.branchw,UBA2868_sp004552595.branchw,Mogibacterium_A_kristiansenii.branchw,Prevotella_sp002251295.branchw,Cryptobacteroides_sp900546925.branchw,Holdemanella_porci.branchw,Prevotella_pectinovora.branchw,Prevotella_sp000434975.branchw,Fimisoma_sp002320005.branchw,Collinsella_sp002391315.branchw
SRR30769972,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096621,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26458539,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR21588742,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1914420,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6323521,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR19599924,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR4425701,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6769675,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR5057083,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15730543,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15459193,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR24889465,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1915119,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR21588701,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15604633,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2167868,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17071708,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760082,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1915956,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR28527764,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4371188,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR10732730,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17182789,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6769792,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR9113731,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DRR121586,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1913613,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4183448,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR23946413,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR24098274,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26458516,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR25204224,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14074353,0,0,1,1,0,0,0,0,0,1,0,0,0,0
ERR6748669,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR4367344,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14842414,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6338728,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25685069,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20853677,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760098,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRR121574,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291451,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR15634014,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1974346,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2752430,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199668,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241730,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR3357543,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950778,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26717876,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR27114629,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR31320891,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4370573,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26802908,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1914417,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926556,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26926584,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR12711214,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ERR1913620,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950764,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2026938,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4371125,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17071707,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1913428,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241664,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR4368987,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27911157,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR4425686,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR14721817,0,0,1,0,0,0,0,1,1,0,0,0,0,0
ERR8609954,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6769743,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR11768829,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRR121555,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926598,0,0,1,1,0,0,1,0,0,1,0,0,0,1
SRR22360838,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29267345,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241794,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR25185825,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926508,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR22535185,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR17182799,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR12730723,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR18243809,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR21707384,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760102,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25358510,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199642,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27644805,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25052212,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13102923,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096564,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2241819,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR14944334,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20730949,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6323302,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16123787,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950705,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR17182832,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15970579,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SRR26926579,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26940236,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR4425703,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR31063362,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760070,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291235,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR25204154,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26717833,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29291444,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ERR899280,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4368120,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR18464289,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13921775,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1915717,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR5574496,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4303158,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR27114621,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760097,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3153784,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ERR4096274,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR30218846,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25052204,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950776,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRR121587,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRR121532,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4368108,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR12355575,0,0,1,1,0,1,0,0,0,0,0,0,0,0
ERR4368215,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14369271,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ERR4368999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26681979,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR5927697,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13089962,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR31203370,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17182774,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27114620,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6323169,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR25919503,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950847,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR19599925,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17907522,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR30883627,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR260176,0,0,1,0,0,0,1,0,0,1,0,0,0,1
SRR26681983,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096574,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2497915,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4367182,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR23005525,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR15633997,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR18464304,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199623,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199537,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096285,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6769660,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27911163,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR17071694,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15970536,0,0,1,0,0,0,0,1,1,0,0,0,0,0
SRR25204242,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR969518,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14721816,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SRR15091693,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR4425677,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6785288,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950772,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26717862,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR9052928,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199679,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4833673,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20930592,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR30517262,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR23918725,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR21289069,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1974359,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20853681,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR21588794,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926499,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR12355559,0,0,1,1,0,1,0,0,0,1,0,0,0,0
ERR4128904,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6769700,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26926485,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR5190224,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6760110,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26560435,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25204205,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR28039994,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ERR6769648,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR9018564,0,0,1,1,1,0,1,1,1,1,1,1,0,1
SRR6323353,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291497,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ERR4093752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4369644,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4369803,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR18243786,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6769657,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950802,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29291020,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14695931,0,0,1,1,0,1,0,1,0,0,0,0,1,0
DRR121550,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR7438504,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR1916217,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4303138,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2241637,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR14214850,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR22013511,0,0,1,1,0,0,1,0,0,0,0,0,0,1
SRR13089980,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2136665,0,0,1,0,1,0,0,1,1,1,1,1,0,0
ERR6760061,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR10828608,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2241805,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2241691,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR17071714,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926566,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR10378030,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25247124,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29855691,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR4096740,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6760087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950978,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR3199659,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR11183345,0,0,1,1,1,0,1,0,1,1,1,1,0,1
SRR26681948,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950779,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29218541,0,0,1,1,0,1,0,0,0,0,0,0,0,0
ERR4368195,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4369968,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16971254,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR6769771,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR10360723,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1914423,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4371375,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096463,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4096428,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950980,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR25204198,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4371022,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15803450,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR1913689,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR24098239,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4183460,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR30977711,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR7159432,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR9205159,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27783178,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2167898,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6823361,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR22185774,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ERR1915948,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241890,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR22378366,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR22221990,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR3199589,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291669,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16632751,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17464416,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17907525,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950870,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR31127875,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ERR12355591,0,0,1,1,0,1,0,0,0,0,0,0,0,0
ERR4371438,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241897,0,0,1,1,0,0,0,1,0,0,0,0,0,0
SRR16350204,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR11489755,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR9201479,0,0,1,1,1,0,0,1,1,0,1,1,0,0
SRR15970552,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SRR17182828,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR30359173,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR5163991,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR31127809,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950896,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR21034877,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR12355466,0,0,1,1,0,0,1,0,0,1,0,0,0,0
DRR171505,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SRR11125679,0,0,1,1,0,0,1,0,0,1,0,0,0,1
ERR4368210,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1915097,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2505801,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291030,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199694,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3414585,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR4367459,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17182788,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2026042,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR3184554,0,0,1,1,0,0,1,0,0,0,0,0,0,0
ERR3357541,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1725832,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13385228,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26940239,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4368396,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26681966,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4836956,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR12795781,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR31157428,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13795678,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4370529,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14087732,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR8638172,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SRR3536231,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR2241788,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR15145233,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4368500,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR27143248,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29766214,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR25204241,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR1915911,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR25052240,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16379931,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR24164681,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR19633711,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR9052923,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRR121527,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR13392922,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SRR19759436,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4304505,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR22508355,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17071695,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR19792984,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20950656,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26903482,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR6338732,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16894866,0,0,1,1,1,0,0,0,0,1,1,1,0,0
DRR121578,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4369566,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241850,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR14721843,0,0,1,0,0,0,0,1,1,0,0,0,0,0
ERR4370981,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6823341,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR5415064,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291044,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR15604543,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6323303,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26681981,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26560443,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR23153009,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR26926575,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR12355514,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29971854,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20792777,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4793841,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2241921,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR7702475,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291616,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4095816,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29291645,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR29291591,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ERR4081990,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR31063356,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR18352866,0,0,1,1,0,1,1,0,0,0,0,0,0,0
SRR19185095,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926512,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR14862903,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16894843,0,0,1,1,0,0,0,0,0,1,1,1,0,0
SRR24555993,0,0,1,1,0,0,1,0,0,0,0,0,0,1
ERR10609969,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR14298725,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR4369534,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR24889467,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR22579501,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR23946423,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR12355582,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1702559,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR17071697,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6910956,0,0,1,0,0,0,1,0,0,1,0,0,0,1
SRR28581586,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6323095,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR11768985,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3414582,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR4370862,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4647693,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR23918709,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR20950799,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26717857,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR23911017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
SRR19759481,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29185102,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR3199608,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6769723,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR17774848,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR12355472,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SRR26903504,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR4371267,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR29731391,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR9250099,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR6769764,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ERR12355470,0,0,1,1,0,0,0,0,0,1,0,0,0,0
SRR27783215,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR26926496,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR15604578,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR20792806,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR16945620,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR26717865,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR6323370,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR29291396,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR29844800,0,0,1,0,0,0,0,0,0,0,0,0,0,0
